1.3252,-0.44082,-0.44528
-0.28463,0.19455,1.6165
0.96141,-0.65584,-0.13514
-0.38921,0.96427,-0.079342
0.66517,-1.8113,0.58187
-0.601,-1.9147,2.2687
-0.50773,0.90352,0.2065
1.99,-1.4037,-0.31389
-1.1085,0.010666,-0.029037
-0.79167,-1.1491,-0.85174
0.19104,0.70258,1.9995
1.7224,0.032135,2.9597
0.73266,-0.78425,1.4356
-1.8571,0.10668,-0.90203
0.72137,0.81041,1.3527
0.34115,-1.2802,1.6613
-0.5232,0.20873,-0.09273
0.20958,1.4867,-0.99438
1.1304,0.35275,-0.65064
0.35344,-0.53369,-0.1528
0.97558,0.6251,-0.98463
0.83877,-0.63685,0.24895
-0.21713,0.030705,0.84386
0.72838,-0.25465,-1.0397
-0.15859,-0.97273,0.51041
0.55004,0.42499,0.17001
-3.7912,-0.25366,-0.35013
0.11486,0.86827,-0.094729
0.4537,-0.68413,-0.81884
0.95268,-1.1075,0.44624
0.53228,-0.26563,0.70295
-2.2042,0.17773,2.2561
-0.67575,0.63269,-1.9545
-1.4464,1.479,-1.0475
-2.0588,-1.0161,-0.86279
0.28003,-1.4065,0.50553
-0.22869,-1.092,0.9285
-0.0065259,0.40162,0.88319
-0.59405,1.1505,0.51382
0.6435,2.2419,0.1921
-0.025916,1.3925,-0.51157
0.10329,0.90928,-0.61079
-0.7548,1.6128,-0.19599
-0.38835,-1.1518,-0.40276
-0.56008,-1.2739,0.36272
-1.958,-0.49105,-1.3428
0.95611,-0.79923,0.19928
-0.93211,-1.3446,-2.0159
-0.57116,0.49833,1.2314
0.33782,-0.53457,1.6271
0.3265,0.4324,0.77876
-1.4559,0.81303,0.01963
0.84329,0.23522,-0.42704
-1.1915,0.59934,-1.4683
-0.71919,-2.0439,-0.70907
0.42422,1.4759,-0.1572
-0.66692,0.20651,-1.4908
-0.47711,-1.134,0.88652
1.2679,-0.15858,1.081
1.2161,-1.0462,-0.72396
0.35233,-0.006557,-0.63624
-0.55205,-0.57948,0.040564
0.71515,1.0044,-1.0716
-0.30303,0.14749,0.11589
1.4482,-0.67125,-1.2881
2.0575,-0.89606,0.95611
-0.91064,1.8777,0.037252
0.54088,0.91697,2.1692
1.1205,-1.0537,1.0139
0.67216,1.1027,0.42052
0.12572,0.074693,-0.1442
0.53317,0.54114,-0.40372
-1.1608,-1.0316,-0.33437
0.34807,0.19983,0.4225
0.15496,0.74685,0.10467
-1.2489,0.68353,-1.5493
-1.0068,-1.0382,-0.12331
0.84876,0.72327,0.63635
-0.74061,-0.59737,-1.613
0.19243,-0.97099,-0.66769
0.77961,-0.16145,1.1085
-2.2113,-1.0073,-0.85235
0.82132,-0.28055,-0.74167
-0.54152,0.92272,-1.9673
1.6918,1.6968,0.58132
-1.1123,0.21316,-0.85351
-1.2701,0.023982,-0.60109
-0.86392,-0.92015,0.91695
-1.1778,-0.51756,-0.73649
-0.27775,-0.9421,-0.65931
0.18128,0.75236,-0.78231
-0.23211,0.077924,-0.33953
0.62371,2.0654,-0.53236
0.56814,-0.31752,-0.066551
0.74782,0.033949,-0.46299
-1.5361,-1.5278,0.62078
0.44361,-0.58872,0.40634
0.30654,-0.29825,-1.0338
-0.033354,0.19595,0.36162
0.66395,-0.0078099,-1.951
1.3005,0.65167,-0.73032
1.7373,-0.036711,1.6209
1.4816,-1.8816,-1.2901
-1.3606,0.23682,1.5174
-0.76323,-0.94802,-0.88253
1.4152,0.99889,1.0591
0.19582,1.6719,-0.24855
-0.38566,-1.2332,-1.3558
0.48967,0.034743,0.16874
-0.86079,-0.24929,2.1279
-2.8422,-1.489,-0.94796
0.67645,1.2214,0.32252
-1.0001,0.77129,-1.5806
0.10963,-1.0376,-0.3305
0.24935,2.0451,-2.2885
-2.0189,0.2036,-0.56603
0.58334,0.87877,1.5444
0.81974,-2.2415,1.7287
1.1501,-0.23233,-0.23853
0.78515,1.3002,1.6585
0.74858,0.6872,-0.22561
-1.7429,0.55992,0.54711
1.1113,-0.95892,-0.19867
2.607,1.0205,1.5126
0.55018,-1.2848,-1.3376
-0.16035,-1.3831,-0.35488
1.0016,1.0566,-0.40802
-0.095161,0.53903,-0.20984
-1.5938,-1.2603,0.86011
0.88975,-1.203,0.99519
-0.73045,-1.5001,-0.26973
0.83158,0.018439,-0.49362
0.64175,0.053663,-0.73399
-0.87124,1.0466,-1.4536
-0.54171,0.69188,0.58469
-1.6609,0.17671,-0.47502
1.6015,0.40059,0.28799
-0.15997,-0.25553,0.16691
-1.9621,-1.3516,0.043885
0.063374,-1.2143,-0.62048
1.3984,1.1483,0.93181
1.0965,-1.4133,-0.87734
-0.67743,-0.87194,-1.3838
1.4359,0.35099,-1.3743
0.40652,0.42388,-1.514
2.5734,0.4743,-0.2547
0.53541,0.060937,1.302
1.0165,-0.76884,-0.18123
0.34173,-0.80401,-1.3189
0.95928,-1.2864,2.0137
0.4895,-1.0155,0.68876
0.39825,-0.39467,-0.35181
0.98583,-0.67176,0.42441
0.83061,-0.96871,-2.0364
0.33701,-2.0499,1.1547
-1.1439,0.40105,-0.39298
0.56062,0.27297,1.9527
-0.18853,0.74826,0.93245
0.20237,1.6565,-0.18062
-1.1771,-0.28721,1.5011
-0.39353,0.59364,1.223
0.53997,-0.50281,1.5689
1.8429,1.1885,1.0739
-1.0363,-0.55151,-0.2003
-1.0559,-0.95772,0.4436
0.41547,0.0089045,-0.29494
-1.6269,-0.89424,0.83378
-0.47451,0.074421,1.456
-0.6839,-0.60042,0.097437
1.3839,0.054377,-1.6315
-0.21141,0.57477,-0.66237
1.4883,0.54284,0.28558
-0.38051,0.90327,0.3751
0.037121,-0.85253,1.5636
0.97513,0.94497,0.1424
0.18551,0.9275,-0.6808
0.54467,-0.30734,-0.78945
-0.5112,-0.44347,0.12888
-0.83131,-1.0151,2.5447
2.1565,0.46594,0.88284
-0.88296,0.49282,-1.9192
0.69576,0.8634,-0.21669
-1.4187,0.10278,0.0080387
-0.096997,0.5223,0.38531
-0.61744,1.5434,2.0534
0.89005,1.215,0.37222
-1.5392,-0.22424,0.41677
0.42646,0.21847,-0.73965
0.84037,-0.71559,-0.47843
0.8717,-0.086652,-0.46573
-0.92426,1.2193,0.19784
-0.33016,-1.3292,-0.1783
-0.11185,-0.62436,-0.68157
-0.91109,-1.5825,0.8023
0.19597,1.1086,1.0418
